10k,name,division,25k,gender,age,official,bib,genderdiv,ctz,35k,overall,pace,state,30k,5k,half,20k,country,city,40k
59.03,"Dall'Osto, Duilio",881,159.45,M,63,297.28,35037,15215,,244.47,26953,11.35,,203.83,28.87,129.30,122.20,ITA,Gallarate - Varese,282.30
54.77,"Fernandez-Revuelta Perez, Luis",1987,136.22,M,47,234.82,35038,10540,,191.82,16657,8.97,,163.85,26.92,115.02,109.13,ESP,Almeria,221.72
69.53,"Fini, Emilio",504,195.75,M,66,357.00,35039,17102,,290.47,30853,13.62,,242.57,33.32,160.72,151.50,ITA,Sant'Agostino - Ferrara,336.30
54.78,"Robles Cortes, Francisco",1744,136.22,M,42,232.15,35040,10214,ESP,191.82,15876,8.87,MA,163.85,26.92,115.02,109.13,USA,Newton,220.17
49.97,"Minguez Minguez, Carlos",1813,124.38,M,47,226.47,35041,9553,,180.27,14317,8.65,,151.52,24.93,104.52,99.25,ESP,Madrid,211.30
60.62,"Gimeno Anguelu, Manuel",2200,158.10,M,51,300.42,35043,15375,,240.68,27285,11.47,,199.53,30.87,130.58,123.55,ESP,Madrid,281.72
49.03,"Gilli, Rinaldo",3594,124.33,M,33,217.88,35044,8430,,179.18,11752,8.32,,151.05,24.32,104.53,98.93,ITA,Cento - Ferrara,206.38
60.77,"Goldoni, Rossella",1060,159.05,F,51,275.68,35045,10321,,228.23,24240,10.52,,193.43,30.17,134.12,127.23,ITA,Reggio Emilia,260.95
42.73,"Longhi, Dario",3271,110.62,M,36,208.08,35046,6884,ITA,166.43,8704,7.95,,136.32,21.13,92.13,87.30,GBR,London,195.33
53.98,"Campos Estrada, Angellica Itzel",4260,137.38,F,29,250.55,35047,8098,,204.85,20143,9.57,,168.88,27.02,115.20,109.25,MEX,Ciudad Del Carmen,236.23
59.22,"Marino, Pasquale",2621,149.37,M,47,293.93,35048,15037,,233.45,26592,11.22,,191.00,29.35,124.87,118.22,ITA,Moncalieri - Torino,278.28
43.45,"Perrusquia, Joaquin",3659,113.93,M,36,220.73,35049,8838,,173.23,12640,8.43,,141.80,21.65,94.60,89.47,MEX,"Ciudad Del Carmen, Campeche",206.77
54.10,"Marzola, Renato",1842,135.20,M,45,227.82,35050,9699,,189.73,14703,8.70,,162.37,26.58,114.28,108.62,ITA,Milano,216.58
66.95,"Mazzonetto, Nicola",1668,191.33,M,55,333.57,35051,16589,,275.90,29737,12.73,,233.38,31.05,157.77,149.37,ITA,Piove Di Sacco - Padova,315.75
60.75,"Pedrotti, Michael",2072,154.13,M,41,263.22,35053,13045,,218.30,22357,10.05,,185.97,30.15,129.62,123.10,ITA,Chiesa Valmalenco - Sondrio,249.40
49.75,"Persona, Alessandro",2164,135.58,M,48,247.02,35054,11764,,201.28,19500,9.43,,168.85,24.45,111.77,105.73,ITA,Marrara - Ferrara,233.43
56.03,"Pinori, Mauro",1052,142.52,M,58,243.33,35055,11451,,202.03,18772,9.28,,172.52,27.53,120.10,114.12,ITA,Pontedera - Pisa,230.47
58.57,"Regini, Alessandro",1623,158.17,M,56,320.20,35056,16163,,246.32,28876,12.22,,200.70,28.60,128.78,121.67,ITA,Recanati (mc),294.28
58.12,"Smith, Kyle F.",4871,148.73,M,30,282.42,35057,14332,,229.85,25142,10.78,,190.77,28.75,120.70,114.27,BER,Hamilton,267.15
52.10,"Cortivo, Andrea",1902,135.75,M,50,260.10,35058,12825,,208.98,21885,9.93,,170.37,26.13,111.67,105.72,ITA,Padova,243.78
52.12,"Grassetto, Alessandro",1985,139.78,M,50,270.45,35059,13590,,217.93,23518,10.32,,176.52,26.13,113.27,106.90,ITA,Padova,255.20
53.62,"Hocking, Anna Laura",4224,138.90,F,36,249.65,35061,8010,,202.95,19978,9.53,,170.07,26.83,115.78,109.68,BER,Hamilton,235.92
75.48,"Heiner, Darryl",2436,210.72,M,50,373.23,35062,17279,,307.48,31275,14.25,,259.03,35.33,173.75,164.55,AUS,Brisbane,353.70
61.65,"Bromham, Gary",2837,173.73,M,48,343.65,35063,16857,,275.37,30322,13.12,,224.33,30.08,136.32,128.88,AUS,Townsville,322.05
58.80,"Richards, Robert D.",806,153.57,M,62,282.87,35064,14364,,228.00,25215,10.80,,187.87,29.42,127.77,121.47,AUS,Ipswich,267.35
63.37,"Osborn, Darryn W.",2783,166.25,M,48,326.88,35065,16375,NZL,259.70,29310,12.48,,211.62,31.62,136.05,128.55,AUS,Sydney,306.73
62.35,"Drummond, Peter J.",437,161.98,M,66,313.20,35066,15917,,247.85,28342,11.95,,202.93,30.40,134.03,127.22,AUS,Albury,293.27
59.52,"Lewis, Marilyn R.",1804,158.82,F,49,279.97,35067,10625,,230.60,24803,10.68,,194.43,29.63,132.33,125.25,AUS,Sydney,264.95
68.22,"McKay, Barbara J.",1336,178.28,F,51,319.77,35068,12693,,261.97,28841,12.20,,217.70,30.72,144.53,137.08,AUS,Jerrabomberra,302.30
63.55,"Stanton, Geoffrey R.",1699,173.73,M,56,343.63,35069,16854,,275.37,30319,13.12,,224.32,30.47,141.30,133.50,AUS,Townsville,322.03
56.62,"Riva, Gianfranco",1482,149.83,M,58,289.03,35070,14745,,226.35,26000,11.03,,186.52,27.75,122.28,115.65,ITA,Cuneo,270.17
57.05,"Diotallevi, Pier Luigi",2543,151.55,M,48,285.12,35071,14487,,228.80,25499,10.88,,189.00,28.53,124.42,117.98,ITA,Roma,270.25
57.02,"Vincenti, Enzo",2147,147.48,M,52,291.90,35072,14908,,230.70,26333,11.13,,185.08,28.53,122.38,115.98,ITA,Roma,272.35
52.28,"Sclafani, Fabio",1817,133.05,M,42,237.75,35073,10903,,192.93,17483,9.08,,162.30,26.03,111.38,105.55,ITA,Trento,224.38
60.73,"Grotto, Paola",1970,159.02,F,45,296.97,35074,11721,,235.52,26912,11.33,,195.40,30.13,134.10,127.20,ITA,Sondrio,276.93
54.80,"Simoncini, Luca",2196,138.40,M,46,249.88,35075,11986,,202.92,20018,9.53,,169.87,27.43,115.95,109.95,ITA,Sondrio,235.02
59.22,"Zingaretti, Stefano",1907,148.53,M,54,260.68,35077,12870,,214.47,21985,9.95,,181.23,29.35,124.87,118.22,ITA,Falconara Marittima - Ancona,246.32
57.68,"Generalczyk, Wieslaw",1469,155.00,M,59,287.55,35078,14648,,232.02,25800,10.98,,193.05,28.65,127.20,120.18,POL,Poznan,273.35
56.12,"Naumann, Volker",1966,142.53,M,51,267.62,35079,13383,,212.47,23087,10.22,,176.75,28.22,119.43,113.08,GER,Berlin,251.95
61.65,"Thistle, David",5594,169.30,M,36,330.58,35080,16499,,258.30,29556,12.62,MA,213.18,30.08,139.18,131.82,USA,Stoneham,312.92
58.38,"Schwarz, Donald",4466,144.52,M,37,262.07,35081,12966,,212.97,22180,10.00,MA,175.92,28.25,121.55,115.57,USA,Bridgewater,249.38
51.17,"Hartnett, Katelyn",4530,130.97,F,23,259.18,35082,8990,,201.85,21732,9.90,MA,162.38,25.85,107.53,101.88,USA,Charlestown,241.22
51.17,"Meinelt, Sarah",3482,130.97,F,22,233.40,35083,5855,,190.97,16216,8.92,MA,159.38,25.85,109.12,103.48,USA,Charlestown,220.43
57.82,"Bakermans Le Bon, Kristl",1447,145.30,F,43,250.93,35084,8161,,209.20,20242,9.58,,177.58,27.82,122.05,115.83,BEL,Westmalle,238.30
57.83,"De Sadeleer, Barbara",1369,145.30,F,47,250.95,35085,8163,,209.20,20244,9.58,,177.58,27.82,122.07,115.83,BEL,Westmalle,238.30
67.05,"Dewaele, Sofie",2181,182.15,F,47,344.32,35086,13474,,273.68,30340,13.13,,226.77,32.22,148.43,140.07,BEL,Roeselare,321.12
52.12,"Hebb, Yves",1841,129.80,M,48,227.78,35087,9693,,187.00,14691,8.70,,156.73,25.95,109.63,103.97,BEL,Rumst,215.95
66.97,"Indesteege, Frans",2299,177.57,M,52,320.13,35088,16160,,259.72,28870,12.22,,218.03,31.88,147.52,139.68,BEL,Genk,300.77
62.28,"Van Brempt, Ronald",2745,169.10,M,48,317.93,35089,16088,,256.02,28697,12.13,,209.82,30.28,139.05,131.58,BEL,Vosselaar,300.03
67.23,"Van De Velde, Stefaan",2800,188.93,M,49,331.57,35090,16532,,276.18,29615,12.65,,232.70,32.35,154.33,145.60,BEL,Meise,315.15
64.28,"Van Der Speeten, Kurt",2437,169.55,M,44,315.73,35091,16004,,255.25,28533,12.05,,210.32,31.58,140.97,133.17,BEL,Heusden-Zolder,298.27
52.12,"Van Zundert, Gerd",1953,131.23,M,48,233.43,35092,10363,,189.55,16224,8.92,,159.40,25.95,110.72,105.22,BEL,Westmalle,220.05
67.25,"Van Zundert, Jan",2648,171.25,M,48,298.52,35093,15285,,247.92,27098,11.40,,209.05,32.32,143.80,136.55,BEL,Genk,282.85
58.75,"Voegeli, Nico",4059,145.70,M,28,239.63,35094,11134,,201.42,17986,9.15,,173.75,29.17,123.43,117.17,SUI,Lampenberg,227.95
49.22,"Straubinger, Thomas",405,122.60,M,57,215.03,35095,7990,,176.37,10835,8.22,,148.87,24.85,103.03,97.82,SUI,Schlieren,203.08
56.37,"Loher, Urs",2184,141.95,M,47,249.07,35097,11930,,202.75,19863,9.50,,170.30,28.22,120.42,113.97,SUI,Wallisellen,234.88
57.22,"Hermann, Urs",2316,142.83,M,48,260.75,35098,12877,,203.55,21995,9.95,,172.13,28.77,120.38,114.25,SUI,Zurzach,242.78
55.82,"Duschl, Martin",2054,146.47,M,51,279.35,35099,14138,,223.78,24714,10.67,,182.35,27.58,120.63,114.02,SUI,Rizenbach,263.85
48.28,"Schwarz, Daniel",1780,122.22,M,44,234.37,35100,10491,,184.87,16546,8.95,,151.50,23.83,102.38,97.05,SUI,Feldbrunnen,219.30
54.83,"Spoerli, Eveline",3957,140.42,F,33,242.57,35102,7218,,199.92,18607,9.27,,169.38,26.73,117.98,111.77,SUI,Kloten,229.93
54.83,"Spoerli, Philipp",2060,141.22,M,43,262.17,35103,12973,,211.65,22190,10.00,,175.47,26.73,118.00,111.77,SUI,Kloten,246.82
47.65,"Bader, Jakob",822,120.22,M,52,209.42,35104,7132,,171.97,9138,8.00,,145.37,24.00,101.22,95.88,SUI,Basel,198.20
50.38,"Fontes, Michael",1293,126.48,M,50,224.40,35105,9310,,182.77,13729,8.57,KS,153.63,25.27,105.97,100.38,USA,Salina,212.05
59.65,"Alvarez Granda, Isaac Sr.",2122,154.58,M,54,288.37,35106,14699,,232.65,25903,11.00,,192.65,29.87,128.05,121.43,ECU,Quito,274.03
53.92,"Fayos Cobo, Jose Maria Sr.",4313,138.00,M,39,254.18,35107,12340,,209.17,20829,9.70,,170.97,26.90,115.30,109.28,ESP,Cordoba,241.57
54.10,"Saenz De Jubera Alvarez, Francisco Javier Sr.",1076,136.70,M,56,245.25,35108,11610,,200.53,19152,9.37,,168.30,26.78,114.42,108.58,ESP,Asturias,231.95
56.52,"Rado Velazquez, Maria Victoria Sr.",1418,143.27,F,46,252.68,35109,8338,,206.00,20556,9.65,,173.93,28.05,120.10,113.87,ESP,Santander,238.23
47.72,"Valencia, Isaias",745,129.13,M,63,273.28,35110,13787,,212.30,23942,10.43,,171.70,22.83,106.67,100.70,MEX,"Mexico, Df.",256.15
63.78,"Munoz, Jesus",2383,171.48,M,54,339.77,35112,16761,,265.48,30107,12.97,,216.07,31.58,140.07,132.75,MEX,"Queretaro, Qro",317.97
57.83,"Sousa, Ricky M.",1700,145.03,M,51,243.07,35113,11427,,202.07,18706,9.28,,173.92,28.75,122.40,116.12,BER,Pembroke,230.10
50.33,"Mendoza, Arturo",1253,122.60,M,44,205.67,35114,6472,,171.55,7978,7.85,,147.05,25.73,103.98,98.88,MEX,"Queretaro, Qro.",194.95
64.60,"Pena, Roberto",5778,176.55,M,38,356.52,35115,17096,,292.52,30835,13.60,,238.63,31.17,142.82,134.97,MEX,"Mexico, Df.",340.20
66.95,"Champo, Miguel Angel",2359,170.28,M,44,298.87,35116,15304,,244.92,27132,11.40,,207.63,32.93,142.98,135.27,MEX,"Mexico, Df.",282.67
49.62,"Dagdug, Iliana Gabriela",3518,130.87,F,35,233.93,35117,5958,,190.55,16392,8.93,,159.97,24.47,109.28,103.53,MEX,"Merida, Yuc.",220.28
49.32,"Perez, Salustiano",1792,125.63,M,40,235.65,35118,10639,MEX,188.85,16891,9.00,,155.10,24.20,105.40,99.92,BRA,Goiânia,222.18
58.28,"Garcia, Gabriel",1464,153.03,M,56,286.98,35119,14607,,229.78,25728,10.95,,189.05,28.98,126.88,120.10,MEX,"Tecamachalco, Edo. De Mex",268.92
54.55,"Van Den Bighelaar, Hans",1746,136.05,M,50,246.47,35120,11711,,200.05,19395,9.42,,166.00,27.03,114.78,108.87,NED,Rossum,232.87
54.55,"Bolwerk, Edwin",2129,136.05,M,46,244.08,35121,11499,,195.22,18916,9.32,,164.92,27.03,114.78,108.87,NED,Vught,229.12
50.43,"Doornbosch, Harry",1119,127.33,M,50,218.58,35122,8530,,181.08,11972,8.35,,154.25,24.75,106.95,101.38,NED,Utrecht,207.00
45.60,"Hinfelaar, Stef",355,114.45,M,52,196.13,35123,4850,,162.20,5508,7.48,,138.10,22.88,96.50,91.45,NED,Geldermalsen,185.70
48.48,"Cretier, Alex",1710,129.47,M,50,243.55,35124,11462,,195.87,18815,9.30,,162.98,23.70,105.32,99.80,NED,Amersfoort,230.73
48.48,"Koeleman, Wim",1912,124.10,M,48,231.02,35125,10083,,180.33,15572,8.82,,151.33,23.68,104.17,98.65,NED,Leiderdorp,216.47
60.00,"Maloney, Edward",2314,155.18,M,44,293.02,35126,14973,,233.88,26465,11.18,,192.63,29.40,129.55,122.83,NED,Hoofddorp,275.70
64.05,"Calderon, Eva",6175,172.33,F,34,321.18,35127,12751,USA,259.45,28948,12.25,,212.32,30.98,141.05,133.15,ESP,Sevilla,304.00
64.05,"Rivers, Yajaira",5388,164.40,F,35,287.22,35128,11138,USA,236.90,25762,10.97,,200.23,30.98,138.35,131.60,ESP,"Otura, Granada",271.97
55.88,"Karlsson, Kari S.",2125,137.90,M,47,243.93,35129,11488,,199.77,18888,9.32,,168.63,27.98,115.90,109.68,ISL,Reykjavik,229.83
51.05,"Frabetti, Alessandro",1280,129.08,M,50,223.98,35131,9258,,184.98,13606,8.55,,156.68,25.67,108.67,102.97,ITA,Ostellato (fe),211.88
48.28,"Royano Gutierrez, Francisco Sr.",1106,119.72,M,49,205.22,35132,6404,,169.62,7855,7.83,,144.45,24.47,101.03,95.83,ESP,Santander,194.03
65.68,"Scaranaro, Debora",2080,172.07,F,44,319.80,35133,12694,,259.25,28843,12.20,,213.97,32.63,143.08,135.00,ITA,Ostellato (fe),302.98
57.82,"Cangas Alonso, Juan Sr.",2466,161.67,M,49,275.28,35134,13890,,228.67,24185,10.50,,195.40,28.77,130.85,124.27,ESP,Alava,261.72
53.90,"Sanchez Martinez, Patricia Sr.",3880,137.55,F,38,240.82,35135,7018,,197.58,18258,9.20,,167.05,26.90,115.28,109.28,ESP,Valencia,227.43
65.02,"Vargas Loret De Molar, Carlos Rodolfo Juan Sr.",2690,166.43,M,48,306.10,35136,15587,,245.88,27738,11.68,,204.57,32.23,139.37,131.92,PER,Lima,288.10
53.47,"Herrero Mendoza, Ignacio Sr.",1583,128.92,M,42,220.43,35137,8794,,182.15,12543,8.42,,155.37,26.92,109.20,103.83,ESP,Madrid,208.72
55.08,"Lopez Rodriguez, Juan Antonio Sr.",2197,138.48,M,45,249.88,35138,11987,,200.60,20019,9.53,,168.13,27.13,116.33,110.48,ESP,Madrid,234.83
55.98,"Gibbons, Chris",2116,149.83,M,53,287.52,35139,14645,,226.53,25795,10.97,,186.07,27.52,123.18,116.30,IRL,"Templeogue, Dublin",269.32
43.17,"Lopes, Manuel T.",176,115.05,M,55,203.03,35140,6031,,165.62,7244,7.75,,139.97,21.60,95.98,89.92,BER,Smith's,191.83
56.58,"Mcternan, Joan",509,155.15,F,55,279.62,35141,10598,,229.00,24751,10.67,,191.53,28.20,129.47,121.40,IRL,Celbridge,264.90
57.50,"Mooney, Austin",2250,147.02,M,44,286.08,35142,14553,,230.42,25624,10.92,,194.07,29.77,121.85,115.25,IRL,Dublin,269.03
59.87,"Lever, Sarah",5588,162.58,F,37,294.47,35143,11582,,239.58,26646,11.23,,200.40,29.60,133.15,125.93,GBR,Loughborough,278.20
69.80,"Mulvey, Graham",2566,195.05,M,42,350.75,35144,17007,,287.63,30636,13.38,,239.70,33.07,159.08,149.83,IRL,Dublin,331.95
58.12,"Garner, John",2216,144.62,M,48,252.12,35145,12176,,204.93,20453,9.62,CA,174.67,29.15,121.03,114.85,USA,Wrightwood,237.58
51.53,"Fjeldheim, Trygve",4119,129.32,M,39,243.37,35146,11453,NOR,192.77,18776,9.28,,157.90,26.10,108.65,102.98,SWE,Stockholm,227.68
50.65,"Owen, Derwyn",3464,125.17,M,39,213.30,35147,7733,,175.57,10311,8.15,,150.30,25.68,106.02,100.70,GBR,Miskin Rhondda Cynon Taf,201.73
51.18,"Floyd, Darren",1921,130.35,M,42,247.38,35148,11787,,191.75,19556,9.45,,159.68,24.88,109.28,103.60,GBR,Roath Cardiff,230.65
50.12,"Lindberg, Arvid",1903,131.93,M,41,244.93,35149,11586,,198.47,19100,9.35,,165.22,25.32,108.67,102.20,NOR,Oslo,229.68
47.58,"Carrara, Walter",1800,122.57,M,43,236.28,35150,10714,,188.57,17084,9.02,,151.10,23.82,101.75,96.35,ITA,Bergamo,224.30
60.48,"Pampaloni, Andrea",797,154.60,M,63,282.00,35151,14304,,225.83,25091,10.77,,187.82,29.60,130.18,123.52,ITA,Firenze,264.30
49.10,"Cicchelli, Camillo Antonio",1700,122.82,M,43,228.65,35152,9811,,178.13,14924,8.73,,148.33,25.03,103.05,97.88,ITA,Scafa (pescara),212.15
49.93,"Robb, Annabelle F.",3359,127.28,F,27,231.22,35153,5527,,186.15,15637,8.83,,155.93,24.80,106.77,101.17,NZL,Auckland,217.18
52.52,"Lewis, Mark",2150,135.37,M,48,245.92,35154,11662,,200.85,19286,9.38,,167.10,25.82,112.70,106.77,GBR,Milton Keynes,233.40
48.50,"Evans, Deborah",525,123.38,F,46,225.45,35155,4599,,180.83,14038,8.60,,150.83,24.85,103.18,97.68,GBR,Penarth,212.55
68.03,"Agustsdottir, Thora B.",6434,187.07,F,34,336.80,35157,13248,,277.93,29919,12.85,,233.15,34.18,149.25,141.40,ISL,Reykjavik,320.15
60.37,"Snaebjornsdottir, Solveig L.",4720,152.88,F,34,265.37,35158,9501,,219.50,22706,10.13,,185.77,29.98,-,121.95,ISL,Reykjavik,250.53
62.65,"Singh, Harmander",2133,162.68,M,54,290.02,35159,14805,,235.57,26134,11.07,,197.88,30.43,136.72,129.45,GBR,Ilford Essex,273.42
62.67,"Dhindsa, Sukhjinder",2132,162.68,M,54,290.02,35160,14804,,235.57,26133,11.07,,197.88,30.43,136.72,129.45,GBR,Ilford Essex,273.42
62.80,"Dickerson, Andrew",2329,173.00,M,50,326.30,35162,16356,,262.98,29274,12.45,,216.85,30.95,141.10,133.47,GBR,Hull,307.00
58.87,"Wicks, Thomas",4723,151.95,M,39,274.65,35163,13859,,224.55,24114,10.48,,186.48,29.35,126.80,119.83,GBR,Hull,259.67
49.72,"Byatt, Vincenzo",1719,122.78,M,44,230.07,35164,9987,,182.90,15326,8.78,,150.32,25.17,103.43,97.98,GBR,Hull,217.37
61.28,"Aradottir, Ragnheidur",1868,155.95,F,46,286.50,35165,11093,,231.40,25666,10.93,,192.05,30.55,130.32,123.55,ISL,Reykjavik,269.48
58.83,"Byatt, Michelle",1564,147.00,F,43,257.57,35166,8810,,211.35,21403,9.83,,178.70,29.37,123.75,117.42,GBR,Hull,243.72
62.58,"Robson, Tim",2204,157.20,M,42,279.73,35167,14160,,226.25,24768,10.68,,192.15,30.90,132.35,125.72,GBR,Stratford Upon Avon,263.47
54.13,"Warner, Guy",3993,134.82,M,39,236.68,35168,10768,,191.13,17206,9.03,,162.35,27.13,113.80,107.87,GBR,Toddington,223.32
56.90,"Ma, Darren",4769,143.43,M,32,277.17,35169,14009,AUS,216.48,24439,10.58,,178.40,28.32,119.12,112.97,SIN,Singapore,260.57
70.28,"Schwartz, Cynthia",6487,187.97,F,30,339.65,35170,13346,USA,277.13,30103,12.97,,230.97,33.83,154.85,146.60,GBR,London,320.80
63.40,"Barski, Katherine",2045,176.55,F,43,313.12,35171,12424,,258.57,28336,11.95,FL,215.87,30.78,139.83,131.18,USA,Palm Beach Gardens,297.23
53.83,"Natoli, Gianfranco",777,142.97,M,62,278.48,35172,14089,,221.98,24594,10.63,,177.82,25.95,118.50,112.35,ITA,Padova,265.12
56.72,"McCormack, Steven",4157,140.22,M,24,245.10,35173,11598,IRL,199.23,19125,9.35,,168.73,28.42,118.90,113.03,GBR,Abergele Conwy,231.03
62.15,"Mariani, Stefania",1100,159.47,F,50,279.32,35174,10572,ITA,230.12,24708,10.67,,193.53,30.77,134.42,127.73,GER,Berlino,264.62
61.90,"Nebuloni, Massimiliano",2363,151.55,M,42,299.63,35176,15340,,216.37,27206,11.43,,185.92,29.98,127.58,121.20,ITA,Milano,247.45
61.85,"Gregory, Jill",682,170.13,F,58,335.35,35177,13203,,265.17,29840,12.80,,215.87,30.65,140.48,132.98,GBR,Sherborne Dorset,315.15
48.00,"Bommarito, Andrea",3455,120.12,M,39,213.02,35178,7699,,173.32,10238,8.13,,145.65,24.53,100.77,95.45,ITA,Carpi (modena),200.85
59.28,"Krueger, Heike",1910,161.52,F,47,290.27,35179,11346,,238.92,26165,11.08,,199.58,29.33,131.90,123.83,GER,Berlin,274.28
66.20,"Singleton, Nichola",1966,167.55,F,46,296.23,35180,11677,,244.05,26829,11.30,,204.43,32.52,140.40,133.03,GBR,Leicester,280.50
58.52,"Morelli, Mario",1352,146.82,M,55,270.32,35181,13582,,214.10,23499,10.32,,177.60,29.25,123.58,117.22,ITA,Milano,249.50
54.88,"Bentley, Victoria",4918,146.08,F,35,271.90,35182,10048,,219.17,23730,10.38,,180.88,26.52,120.75,114.42,GBR,Cheltenham,256.07
72.63,"Waindzioch, Gerhard",5,209.67,M,80,375.32,35183,17296,,311.77,31314,14.32,,262.55,34.58,170.78,160.72,GER,Taunusstein,355.17
56.48,"Woods, Thomas",1014,143.92,M,60,335.87,35184,16646,,243.97,29866,12.82,,179.68,28.12,119.10,113.25,GBR,London,314.72
57.85,"Steward, Jennifer",1481,148.97,F,49,255.60,35185,8629,,211.82,21079,9.75,,180.23,28.58,124.93,118.30,GBR,Edinburgh,242.47
48.57,"Patteeuw, Tom",3309,121.75,M,35,209.17,35186,7083,,172.12,9057,7.98,,146.83,24.08,102.55,97.23,BEL,Wingene,197.33
46.07,"Shah, Hussain",1971,118.07,M,48,234.18,35187,10462,,177.50,16469,8.93,,145.93,23.00,98.43,93.23,GBR,Sheffield,217.67
48.08,"Mclauchlan, Andrew",1401,121.17,M,42,211.25,35188,7433,,173.67,9702,8.07,,147.18,24.82,101.60,96.23,GBR,Dudley West Midlands,199.48
76.53,"Caponetti, Giovanni",2791,187.73,M,47,328.85,35189,16440,,267.60,29438,12.55,,227.70,44.22,157.92,149.37,ITA,Piacenza,308.95
75.80,"McGarel, John",5867,-,M,29,385.70,35190,17404,,317.63,31540,14.72,,268.83,36.03,179.32,169.72,GBR,Boston,364.98
75.33,"Beck, Emma",6870,-,F,25,385.20,35191,14129,,317.20,31520,14.70,,268.37,35.57,178.83,169.22,GBR,Boston,364.52
48.10,"Russell, Marc",3396,121.18,M,34,211.27,35192,7434,,173.67,9704,8.07,,147.18,24.82,101.60,96.23,GBR,Halesowen,199.50
50.07,"Vettori, Fausto",1641,131.68,M,53,239.15,35193,11077,,193.68,17860,9.13,,162.02,24.78,109.27,103.30,ITA,Pistoia,225.37
62.70,"De Castro, Roberto",1018,173.95,M,64,336.88,35194,16678,,278.98,29927,12.85,,228.72,30.67,136.72,129.38,ITA,Bologna,321.00
56.85,"Soverini, Stefano",1559,137.80,M,54,235.52,35196,10627,,192.90,16863,8.98,,165.20,28.22,117.08,111.23,ITA,Bologna,223.25
60.02,"Morandi, Gianluigi",395,152.77,M,69,299.65,35197,15341,,238.20,27208,11.43,,189.67,30.03,127.57,120.93,ITA,San Lazzaro Di Savena (bologna),279.63
56.48,"Macchiarini, Alfredo",1777,141.77,M,51,248.47,35198,11873,,202.53,19735,9.48,,171.57,28.17,119.37,113.27,ITA,Forte Dei Marmi (lucca),234.13
57.65,"Soriani, Massimiliano",2394,181.77,M,42,306.20,35199,15590,,258.87,27745,11.68,,221.30,28.32,151.25,143.18,ITA,Grosseto,292.00
68.83,"Montanari, Monica",2232,190.27,F,40,349.47,35200,13609,,287.65,30598,13.33,,234.87,33.03,157.47,148.47,ITA,Grosseto,331.85
54.03,"Cassidy, Darin",4292,132.73,M,34,252.95,35201,12236,,192.08,20599,9.65,,159.67,27.40,111.52,105.73,BER,Hamilton,235.00
78.87,"Lopez Garcia, Ernesto",159,-,M,74,412.10,35202,17510,,336.15,31803,15.68,,281.78,38.12,184.92,173.95,MEX,"Saltillo, Coahuila",389.57
54.42,"Ruiz Vargas, Cesar",1937,138.85,M,43,248.73,35203,11896,,201.37,19786,9.50,,169.33,27.17,116.62,110.68,MEX,"Atizapan De Zaragoza, Edo. De Mex",233.88
53.62,"Hochberg, Ali L.",4393,141.30,F,33,254.75,35205,8542,USA,209.10,20932,9.72,,174.28,26.85,115.82,109.65,BER,St. George's,241.02
53.65,"Erdin, Mario",1942,141.12,M,41,249.52,35207,11959,,205.12,19952,9.53,,173.10,26.17,117.30,110.97,SUI,Koblenz,236.55
52.98,"Erdin, Iris",946,134.32,F,46,236.12,35208,6344,,193.47,17042,9.02,,162.93,26.13,112.65,106.87,SUI,Koblenz,223.20
57.82,"Bruecker-Hoorn, Angela",1135,149.38,F,54,283.23,35209,10871,,227.12,25252,10.82,,185.42,28.95,124.17,117.50,SUI,Altdorf,266.42
65.30,"Cabello, Cristina",1966,168.32,F,41,299.65,35210,11867,,245.37,27207,11.43,,205.08,32.93,140.25,132.90,MEX,"Mexico, D.f.",282.57
66.82,"Hernandez, Jose De Jesus",5041,171.98,M,37,291.85,35211,14907,,246.05,26328,11.13,,209.30,31.58,143.50,135.85,MEX,"Mexico, Distrito Federal",278.08
66.83,"Torres, Maricarmen",5524,172.00,F,39,291.87,35212,11422,,244.70,26329,11.13,,209.32,31.58,143.52,135.87,MEX,"Mexico, Distrito Federal",278.08
56.55,"Del Rio Gonzalez, Jose Antonio",2402,141.98,M,46,268.90,35213,13482,,215.45,23278,10.27,,173.65,27.82,119.37,113.23,MEX,"Cd. Del Carmen, Campeche",253.18
67.10,"Zorrilla, Jose Antonio Sr.",486,185.62,M,66,344.13,35214,16863,,278.38,30333,13.13,,226.75,33.12,151.48,144.05,MEX,"Jiutepec, Estado De Morelos",325.70
51.60,"Hernandez, Rodolfo Sr.",2468,128.27,M,47,275.57,35215,13912,,193.13,24223,10.52,,158.22,26.05,107.20,101.77,MEX,Cd. Sahagun Estado De Hidalgo,251.12
58.12,"Gonzalez, Rosalba",4155,144.82,F,33,247.95,35216,7821,,206.42,19640,9.47,,175.72,28.93,121.95,115.57,MEX,Aguascalientes Aguascalientes,235.13
51.78,"Chavez, Rodrigo Sr.",4089,130.47,M,38,241.80,35217,11321,,195.37,18448,9.23,,160.92,25.92,109.70,104.12,MEX,Metepec Estado De Mexico,228.60
51.82,"Delgado, David Sr.",2111,131.80,M,45,242.47,35218,11379,,195.25,18579,9.25,,160.68,25.78,109.92,104.28,MEX,Metepec Estado De Mexico,228.60
